worker,iteration,fitness
17,16000,-14681.308607565503
17,16500,-14681.308607565503
17,17000,-14681.308607565503
17,17500,-14681.308607565503
17,18000,-14681.308607565503
17,18500,-14681.308607565503
17,19000,-14681.308607565503
17,19500,-14681.308607565503
18,0,-17462.30002118683
18,500,-16295.647455749717
18,1000,-16212.74648744306
18,1500,-14890.18658972495
18,2000,-14681.308607565503
18,2500,-14681.308607565503
18,3000,-14681.308607565503
18,3500,-14681.308607565503
18,4000,-14681.308607565503
18,4500,-14681.308607565503
18,5000,-14681.308607565503
18,5500,-14681.308607565503
18,6000,-14681.308607565503
18,6500,-14681.308607565503
18,7000,-14681.308607565503
18,7500,-14681.308607565503
18,8000,-14681.308607565503
18,8500,-14681.308607565503
18,9000,-14681.308607565503
18,9500,-14681.308607565503
18,10000,-14681.308607565503
18,10500,-14681.308607565503
18,11000,-14681.308607565503
18,11500,-14681.308607565503
18,12000,-14681.308607565503
18,12500,-14681.308607565503
18,13000,-14681.308607565503
18,13500,-14681.308607565503
18,14000,-14681.308607565503
18,14500,-14681.308607565503
18,15000,-14681.308607565503
18,15500,-14681.308607565503
18,16000,-14681.308607565503
18,16500,-14681.308607565503
18,17000,-14681.308607565503
18,17500,-14681.308607565503
18,18000,-14681.308607565503
18,18500,-14681.308607565503
18,19000,-14681.308607565503
18,19500,-14681.308607565503
19,0,-17464.568516864027
19,500,-15423.65729739402
19,1000,-14681.308607565503
19,1500,-14681.308607565503
19,2000,-14681.308607565503
19,2500,-14681.308607565503
19,3000,-14681.308607565503
19,3500,-14681.308607565503
19,4000,-14681.308607565503
19,4500,-14681.308607565503
19,5000,-14681.308607565503
19,5500,-14681.308607565503
19,6000,-14681.308607565503
19,6500,-14681.308607565503
19,7000,-14681.308607565503
19,7500,-14681.308607565503
19,8000,-14681.308607565503
19,8500,-14681.308607565503
19,9000,-14681.308607565503
19,9500,-14681.308607565503
19,10000,-14681.308607565503
19,10500,-14681.308607565503
19,11000,-14681.308607565503
19,11500,-14681.308607565503
19,12000,-14681.308607565503
19,12500,-14681.308607565503
19,13000,-14681.308607565503
19,13500,-14681.308607565503
19,14000,-14681.308607565503
19,14500,-14681.308607565503
19,15000,-14681.308607565503
19,15500,-14681.308607565503
19,16000,-14681.308607565503
19,16500,-14681.308607565503
19,17000,-14681.308607565503
19,17500,-14681.308607565503
19,18000,-14681.308607565503
19,18500,-14681.308607565503
19,19000,-14681.308607565503
19,19500,-14681.308607565503
20,0,-17464.568516864027
20,500,-14976.674911561153
20,1000,-14759.146412767077
20,1500,-14681.308607565503
20,2000,-14681.308607565503
20,2500,-14681.308607565503
20,3000,-14681.308607565503
20,3500,-14681.308607565503
20,4000,-14681.308607565503
20,4500,-14681.308607565503
20,5000,-14681.308607565503
20,5500,-14681.308607565503
20,6000,-14681.308607565503
20,6500,-14681.308607565503
20,7000,-14681.308607565503
20,7500,-14681.308607565503
20,8000,-14681.308607565503
20,8500,-14681.308607565503
20,9000,-14681.308607565503
20,9500,-14681.308607565503
20,10000,-14681.308607565503
20,10500,-14681.308607565503
20,11000,-14681.308607565503
20,11500,-14681.308607565503
20,12000,-14681.308607565503
20,12500,-14681.308607565503
20,13000,-14681.308607565503
20,13500,-14681.308607565503
20,14000,-14681.308607565503
20,14500,-14681.308607565503
20,15000,-14681.308607565503
20,15500,-14681.308607565503
20,16000,-14681.308607565503
20,16500,-14681.308607565503
20,17000,-14681.308607565503
20,17500,-14681.308607565503
20,18000,-14681.308607565503
20,18500,-14681.308607565503
20,19000,-14681.308607565503
20,19500,-14681.308607565503
21,0,-17464.568516864027
21,500,-14925.811119868038
21,1000,-14681.308607565503
21,1500,-14681.308607565503
21,2000,-14681.308607565503
21,2500,-14681.308607565503
21,3000,-14681.308607565503
21,3500,-14681.308607565503
21,4000,-14681.308607565503
21,4500,-14681.308607565503
21,5000,-14681.308607565503
21,5500,-14681.308607565503
21,6000,-14681.308607565503
21,6500,-14681.308607565503
21,7000,-14681.308607565503
21,7500,-14681.308607565503
21,8000,-14681.308607565503
21,8500,-14681.308607565503
21,9000,-14681.308607565503
21,9500,-14681.308607565503
21,10000,-14681.308607565503
21,10500,-14681.308607565503
21,11000,-14681.308607565503
21,11500,-14681.308607565503
21,12000,-14681.308607565503
21,12500,-14681.308607565503
21,13000,-14681.308607565503
21,13500,-14681.308607565503
21,14000,-14681.308607565503
21,14500,-14681.308607565503
21,15000,-14681.308607565503
21,15500,-14681.308607565503
21,16000,-14681.308607565503
21,16500,-14681.308607565503
21,17000,-14681.308607565503
21,17500,-14681.308607565503
21,18000,-14681.308607565503
21,18500,-14681.308607565503
21,19000,-14681.308607565503
21,19500,-14681.308607565503
22,0,-17464.568516864027
22,500,-15428.103783488883
22,1000,-14681.308607565503
22,1500,-14681.308607565503
22,2000,-14681.308607565503
22,2500,-14681.308607565503
22,3000,-14681.308607565503
22,3500,-14681.308607565503
22,4000,-14681.308607565503
22,4500,-14681.308607565503
22,5000,-14681.308607565503
22,5500,-14681.308607565503
22,6000,-14681.308607565503
22,6500,-14681.308607565503
22,7000,-14681.308607565503
22,7500,-14681.308607565503
22,8000,-14681.308607565503
22,8500,-14681.308607565503
22,9000,-14681.308607565503
22,9500,-14681.308607565503
22,10000,-14681.308607565503
22,10500,-14681.308607565503
22,11000,-14681.308607565503
22,11500,-14681.308607565503
22,12000,-14681.308607565503
22,12500,-14681.308607565503
22,13000,-14681.308607565503
22,13500,-14681.308607565503
22,14000,-14681.308607565503
22,14500,-14681.308607565503
22,15000,-14681.308607565503
22,15500,-14681.308607565503
22,16000,-14681.308607565503
22,16500,-14681.308607565503
22,17000,-14681.308607565503
22,17500,-14681.308607565503
22,18000,-14681.308607565503
22,18500,-14681.308607565503
22,19000,-14681.308607565503
22,19500,-14681.308607565503
23,0,-17464.568516864027
23,500,-16032.277509376685
23,1000,-15386.321365650807
23,1500,-14681.308607565503
23,2000,-14681.308607565503
23,2500,-14681.308607565503
23,3000,-14681.308607565503
23,3500,-14681.308607565503
23,4000,-14681.308607565503
23,4500,-14681.308607565503
23,5000,-14681.308607565503
23,5500,-14681.308607565503
23,6000,-14681.308607565503
23,6500,-14681.308607565503
23,7000,-14681.308607565503
23,7500,-14681.308607565503
23,8000,-14681.308607565503
23,8500,-14681.308607565503
23,9000,-14681.308607565503
23,9500,-14681.308607565503
23,10000,-14681.308607565503
23,10500,-14681.308607565503
23,11000,-14681.308607565503
23,11500,-14681.308607565503
23,12000,-14681.308607565503
23,12500,-14681.308607565503
23,13000,-14681.308607565503
23,13500,-14681.308607565503
23,14000,-14681.308607565503
23,14500,-14681.308607565503
23,15000,-14681.308607565503
23,15500,-14681.308607565503
23,16000,-14681.308607565503
23,16500,-14681.308607565503
23,17000,-14681.308607565503
23,17500,-14681.308607565503
23,18000,-14681.308607565503
23,18500,-14681.308607565503
23,19000,-14681.308607565503
23,19500,-14681.308607565503
