worker,iteration,fitness
2,19500,-5439.653663160256
3,0,-7058.909399593928
3,500,-6668.960395563368
3,1000,-6766.600042601665
3,1500,-7373.55645956045
3,2000,-6613.973397101963
3,2500,-5903.52733388231
3,3000,-6397.368205449459
3,3500,-6550.137881013358
3,4000,-6589.025224935494
3,4500,-6225.929633596691
3,5000,-6294.33368116642
3,5500,-6746.871792981763
3,6000,-6212.589395876727
3,6500,-6652.98076244616
3,7000,-6499.488460257889
3,7500,-6229.714674077003
3,8000,-5977.422137016233
3,8500,-6633.358773129761
3,9000,-5975.4506904123255
3,9500,-5945.6940165474625
3,10000,-6555.575856983862
3,10500,-6241.3679630592005
3,11000,-5937.157196833745
3,11500,-5971.29314187191
3,12000,-6319.258639203019
3,12500,-5742.6759260539
3,13000,-6115.388943661173
3,13500,-5670.600657980286
3,14000,-5786.668687626711
3,14500,-5742.657257902384
3,15000,-5784.489607543393
3,15500,-5547.8846085657515
3,16000,-5613.600699516376
3,16500,-5549.822423441579
3,17000,-5569.303333375434
3,17500,-5499.145592077556
3,18000,-5468.165350116598
3,18500,-5441.3390648580325
3,19000,-5439.653663160256
3,19500,-5439.653663160256
4,0,-8354.182366165229
4,500,-6239.7155860457815
4,1000,-6132.863143701397
4,1500,-6499.146710124726
4,2000,-6375.623248520692
4,2500,-6228.739865183352
4,3000,-6061.253593749862
4,3500,-6523.285349176537
4,4000,-6734.621199980085
4,4500,-6163.942295679118
4,5000,-6649.4629157751415
4,5500,-6228.2331584579415
4,6000,-6305.3951137386075
4,6500,-6711.420144602837
4,7000,-6209.307743918132
4,7500,-5980.384825168817
4,8000,-6369.639697729775
4,8500,-6172.444533434081
4,9000,-5811.551606577151
4,9500,-6057.402792967153
4,10000,-5894.143004843109
4,10500,-6506.252555901426
4,11000,-6489.244482603452
4,11500,-5860.858199117751
4,12000,-5966.152786497577
4,12500,-6032.174948472187
4,13000,-6046.412549047685
4,13500,-6090.782666861272
4,14000,-5930.846234996644
4,14500,-5882.4911196353105
4,15000,-5722.698741251652
4,15500,-5814.295551328843
4,16000,-5670.3628304977365
4,16500,-5672.141992209287
4,17000,-5531.751486092794
4,17500,-5508.322928087177
4,18000,-5450.946701930284
4,18500,-5446.21257778339
4,19000,-5439.653663160256
4,19500,-5439.653663160256
5,0,-7366.059618679114
5,500,-6299.9683187005785
5,1000,-6707.79314094677
5,1500,-6190.570843481972
5,2000,-6639.312893500687
5,2500,-6517.958317451714
5,3000,-6206.5943070158255
5,3500,-7121.528628054798
5,4000,-6076.310405027337
5,4500,-6671.754073887383
5,5000,-6583.727092463939
5,5500,-6512.2763710194195
5,6000,-6682.776164072237
5,6500,-6448.403699658894
5,7000,-6488.32981284723
5,7500,-6366.630018181447
5,8000,-6015.219183845935
5,8500,-6111.324796991577
5,9000,-6587.45981723397
5,9500,-5798.008599185676
5,10000,-5991.778550525585
5,10500,-5977.648990357532
5,11000,-5861.225114365787
5,11500,-6037.7537568008365
5,12000,-5972.4456179985455
5,12500,-6100.370604096434
5,13000,-5820.291753668757
5,13500,-5713.422550010487
5,14000,-5746.5888858910275
5,14500,-5747.594493495767
5,15000,-5734.508935088761
5,15500,-5607.921362118296
5,16000,-5581.481860520788
5,16500,-5633.005391222956
5,17000,-5556.866914216979
5,17500,-5492.235451683204
5,18000,-5455.759821142271
5,18500,-5445.873592656424
5,19000,-5439.653663160256
5,19500,-5439.653663160256
6,0,-7337.791639908864
6,500,-6545.379334166421
6,1000,-6400.506270932036
6,1500,-6010.223439518515
6,2000,-7135.527008307197
6,2500,-6700.84215905083
6,3000,-6753.313078877269
6,3500,-6322.351750071876
6,4000,-6273.2604283735855
6,4500,-6423.499038826112
6,5000,-6787.073336128642
6,5500,-6803.570294774379
6,6000,-6109.48690102148
6,6500,-6267.967558372777
6,7000,-6382.586506651196
6,7500,-6220.1670118987495
6,8000,-6128.295854566264
6,8500,-6146.39082851734
6,9000,-6187.539497371404
6,9500,-6024.9919314669505
6,10000,-6250.41468371775
6,10500,-6495.219815686313
6,11000,-5884.941177988315
6,11500,-5957.870597163402
6,12000,-5876.999675512604
6,12500,-5943.981115593456
6,13000,-5946.424539332489
6,13500,-5834.933899745142
6,14000,-6007.255882370147
6,14500,-5778.9754342660435
6,15000,-5672.117262959479
6,15500,-5757.382974376599
6,16000,-5687.057981553439
6,16500,-5565.031754128399
6,17000,-5570.462388577116
6,17500,-5576.25441265418
6,18000,-5450.260747897491
6,18500,-5443.2484195343595
6,19000,-5441.0929023758445
6,19500,-5439.653663160256
7,0,-7214.205391698383
7,500,-6888.825067824884
7,1000,-6326.003163800545
7,1500,-6372.983168415064
7,2000,-6709.444967864075
7,2500,-6399.910947197244
7,3000,-7207.107541574813
7,3500,-6393.516030412901
7,4000,-6371.736691755515
7,4500,-6710.457107435111
7,5000,-6527.277032203221
7,5500,-5783.269778279422
7,6000,-6098.262460861144
7,6500,-6120.852294626452
7,7000,-6291.517328233206
7,7500,-6464.130378394019
7,8000,-6039.608119364279
7,8500,-6674.955766906441
7,9000,-6123.663413182819
7,9500,-5952.630754219426
7,10000,-6046.255632350715
7,10500,-5880.474447505326
7,11000,-6144.517582439479
7,11500,-6119.915573539534
7,12000,-6211.897542497456
7,12500,-6009.571397201345
7,13000,-5837.859555437551
7,13500,-5781.412781903091
7,14000,-5754.806461355518
7,14500,-5748.531880362836
7,15000,-5889.44077859603
7,15500,-5689.068170470347
7,16000,-5657.874566063165
7,16500,-5524.155894058402
7,17000,-5518.249581280784
7,17500,-5487.963679650265
7,18000,-5452.162554109245
7,18500,-5447.105217587375
7,19000,-5444.419042467427
7,19500,-5439.653663160256
8,0,-6835.2116662829085
8,500,-6443.507379785182
8,1000,-6702.9895426702915
8,1500,-6111.677314489211
8,2000,-6190.7635962224085
8,2500,-6412.405455283397
8,3000,-5913.960173804353
8,3500,-6436.350494135431
8,4000,-6400.7986406439295
8,4500,-6991.19910609124
8,5000,-6530.526099755242
8,5500,-6516.156880900024
8,6000,-6273.108367006557
8,6500,-6234.643848965318
8,7000,-6156.523539719112
8,7500,-6105.71230000927
8,8000,-6223.952209022985
8,8500,-6415.563099441205
8,9000,-6281.202194188079
8,9500,-6122.772495560926
8,10000,-5908.978093831029
8,10500,-6051.71660794239
8,11000,-5830.782167442273
8,11500,-5965.991649008375
8,12000,-5738.0279864942595
8,12500,-5841.844937036868
8,13000,-6116.651650883739
8,13500,-5858.267649139066
8,14000,-6017.556795264799
8,14500,-5834.095808338008
8,15000,-5709.783311432934
8,15500,-5695.934629883507
8,16000,-5763.829365461464
8,16500,-5712.837201395266
8,17000,-5523.156322854525
8,17500,-5507.253846131072
8,18000,-5451.915450238125
8,18500,-5439.72342678747
8,19000,-5439.72342678747
8,19500,-5439.653663160256
9,0,-6994.406523135042
9,500,-7070.04314627361
9,1000,-6661.590158877707
9,1500,-7055.9100678390005
9,2000,-6292.348891887237
9,2500,-6528.684743792687
9,3000,-6067.141958266721
9,3500,-6536.727945797295
9,4000,-6214.941739355764
9,4500,-6075.62974912935
9,5000,-6323.127325888099
9,5500,-6153.344405175593
9,6000,-6007.145777698541
9,6500,-6822.35910420841
9,7000,-6010.825300262018
9,7500,-6026.6746611618855
9,8000,-6012.194790516232
9,8500,-6148.5650801809325
9,9000,-6265.598781220496
9,9500,-6019.466443687294
9,10000,-6169.0173854626455
9,10500,-6164.383114320871
9,11000,-6002.522809005323
9,11500,-6341.4479710650685
9,12000,-6347.053415031713
9,12500,-5868.005709847887
9,13000,-5834.195574811546
9,13500,-5977.289007115568
9,14000,-6115.949641129402
9,14500,-5904.372592522788
9,15000,-5741.529826364513
9,15500,-5705.863596326308
9,16000,-5738.979237329114
9,16500,-5598.584853092442
9,17000,-5565.405149884731
9,17500,-5492.888644678979
9,18000,-5447.5291440589335
9,18500,-5441.1350595874555
9,19000,-5439.653663160256
9,19500,-5439.653663160256
10,0,-6656.964990032063
10,500,-6526.268946944783
10,1000,-6733.407775485483
10,1500,-6294.714322243838
10,2000,-6499.344199673015
10,2500,-7050.201706175888
10,3000,-6200.927366559997
10,3500,-6075.209412415125
10,4000,-6140.609338490991
10,4500,-6703.681191569466
10,5000,-6359.789567052816
10,5500,-6123.787491541938
10,6000,-6243.7745561399
10,6500,-6454.32688275421
10,7000,-6219.1397560972555
10,7500,-5992.446236930762
10,8000,-6796.538632768162
10,8500,-6527.251450762564
10,9000,-6274.401805492067
10,9500,-6219.679490742586
10,10000,-6270.8693329021
10,10500,-5986.575665599586
10,11000,-6060.905403688116
10,11500,-5998.502769323145
10,12000,-5921.716346417935
10,12500,-6164.56493769111
10,13000,-5749.950092816968
10,13500,-5984.071998292195
10,14000,-5928.409534390629
10,14500,-5812.039425588554
10,15000,-5685.583940625874
10,15500,-5661.883732091986
10,16000,-5676.26329353515
10,16500,-5501.261892600095
10,17000,-5547.481541041115
10,17500,-5490.597697183739
10,18000,-5448.662720552327
10,18500,-5440.630192325906
10,19000,-5439.6671598753765
10,19500,-5439.653663160256
11,0,-7330.042946363034
11,500,-6296.781803677474
11,1000,-6025.232997227714
11,1500,-6091.115940315732
11,2000,-6157.819218022444
11,2500,-6683.54125853827
11,3000,-6242.134399626944
11,3500,-7153.25800118804
11,4000,-6327.44054828483
11,4500,-6582.211591780293
11,5000,-6256.680098472966
11,5500,-6386.375676050513
11,6000,-6429.672318824784
11,6500,-6055.88936775651
11,7000,-6095.740854677014
11,7500,-6468.638093049788
11,8000,-6429.965450475716
11,8500,-5880.66620079911
11,9000,-6313.113144414526
11,9500,-6086.287831146972
11,10000,-6233.239461762328
11,10500,-6479.8413339421895
11,11000,-5790.178912476128
11,11500,-5801.5495288781385
11,12000,-6028.794709383609
11,12500,-6052.150841496113
11,13000,-6027.648117591755
11,13500,-5704.344174712349
11,14000,-5860.728533960651
11,14500,-5717.399578213163
11,15000,-5698.800108339109
11,15500,-5691.026626088109
11,16000,-5595.230991186489
11,16500,-5527.794880728103
11,17000,-5532.052927013312
11,17500,-5499.129749585561
11,18000,-5449.387536129157
11,18500,-5441.53573506737
11,19000,-5439.653663160256
11,19500,-5439.653663160256
12,0,-7563.859261013172
12,500,-6546.726737718173
12,1000,-6221.93996884384
12,1500,-6106.608735308088
12,2000,-6332.43798846097
12,2500,-6920.762123844369
12,3000,-6680.05853945593
12,3500,-5946.376091138171
12,4000,-6314.717302426823
12,4500,-6745.557457643735
12,5000,-6332.7821236748105
12,5500,-6218.762001417874
12,6000,-6160.7798372193165
12,6500,-6066.175722517992
12,7000,-6305.84940406389
12,7500,-6385.459668949489
12,8000,-5914.503646476445
12,8500,-6173.2542820815825
12,9000,-6463.964094277294
12,9500,-6437.446977857588
12,10000,-5875.835160683532
12,10500,-6228.967007136804
12,11000,-5996.2003298201425
12,11500,-6105.2169398295655
12,12000,-5926.965879990902
12,12500,-6270.962324022399
12,13000,-5747.710437397437
12,13500,-5770.286334897273
12,14000,-5676.518764302934
12,14500,-5660.2992951788565
12,15000,-5774.2184099557135
12,15500,-5712.990060634512
12,16000,-5521.5983979726325
12,16500,-5752.009292879785
12,17000,-5474.6268358379075
12,17500,-5472.474333866331
12,18000,-5453.9713350321435
12,18500,-5442.56620668271
12,19000,-5440.28843909546
12,19500,-5439.653663160256
13,0,-7114.2557286352185
13,500,-6849.397643020702
13,1000,-6160.410924059776
13,1500,-6379.036001842108
13,2000,-6403.678064499017
13,2500,-6478.818950715607
13,3000,-6335.387855831428
13,3500,-6382.503675154154
13,4000,-6105.917677158754
13,4500,-6217.635934429184
13,5000,-6186.778736900134
13,5500,-6041.562230498811
13,6000,-5871.0433617846975
13,6500,-6343.160253758422
13,7000,-6357.521657916686
13,7500,-6328.56345778873
13,8000,-6206.912647093871
13,8500,-6062.611380417879
13,9000,-6171.2489624217615
13,9500,-6612.397905152632
13,10000,-5752.300650567268
13,10500,-5901.4852339073395
13,11000,-6074.622387959512
13,11500,-5963.448820221871
13,12000,-5722.839856738273
13,12500,-5900.096199524703
13,13000,-6022.2202338090365
13,13500,-6224.106288657308
13,14000,-5965.606157541839
13,14500,-5802.08473339127
13,15000,-5673.58942898897
13,15500,-5678.254694942712
13,16000,-5699.048525992691
13,16500,-5571.514954912814
13,17000,-5556.376915614979
13,17500,-5495.900192632225
13,18000,-5450.446614592743
13,18500,-5442.177621266672
13,19000,-5439.653663160256
13,19500,-5439.653663160256
14,0,-7916.839640466082
14,500,-6692.797182211228
14,1000,-6653.665007502436
14,1500,-6209.951608257114
14,2000,-6147.22991247948
14,2500,-6466.469973735312
14,3000,-6546.181670690712
14,3500,-5959.181374447071
14,4000,-6097.649013012204
14,4500,-6397.626877732845
14,5000,-6257.900291002886
14,5500,-6820.937904397725
14,6000,-6045.510802077376
14,6500,-6142.182139099109
14,7000,-6035.613506439635
14,7500,-6529.667502368598
14,8000,-6504.210889602
14,8500,-6306.321263774182
14,9000,-6123.599930390173
14,9500,-5991.4369313800535
14,10000,-5995.385997395793
14,10500,-5900.590077850779
14,11000,-5921.874764484228
14,11500,-6016.905347331984
14,12000,-5805.616550912858
14,12500,-6005.673896845291
14,13000,-5737.727685384401
14,13500,-5864.024275824832
14,14000,-5820.78724632581
14,14500,-5833.008847896474
14,15000,-5861.848326402997
14,15500,-5699.823168808569
14,16000,-5593.59955182181
14,16500,-5634.268693170113
14,17000,-5551.282369514879
14,17500,-5478.794756660469
14,18000,-5452.586816055144
14,18500,-5443.7690074111615
14,19000,-5439.692415958686
14,19500,-5439.653663160256
15,0,-7032.618173560698
15,500,-5975.924046511761
15,1000,-6570.271189602791
15,1500,-6489.624598788629
15,2000,-6238.3790897552135
15,2500,-7250.196736637375
15,3000,-6828.103193513873
15,3500,-6645.924939601747
15,4000,-6909.773857452097
15,4500,-6385.2944317026495
15,5000,-6429.186589597014
15,5500,-6412.828276502476
15,6000,-6816.932647301065
15,6500,-6115.957344323103
15,7000,-6045.886006531448
15,7500,-6412.535865007758
15,8000,-6229.085381876796
15,8500,-6069.431955827703
15,9000,-6749.269819620538
15,9500,-5892.378046994841
15,10000,-5832.234328493088
15,10500,-5808.892822475276
15,11000,-6233.4459801809935
15,11500,-5871.494016258931
15,12000,-5730.923291439316
15,12500,-6083.997733045316
15,13000,-5985.354495653185
15,13500,-5777.789412659981
15,14000,-6005.354251525972
15,14500,-5716.218160523179
15,15000,-5838.604694705724
15,15500,-5812.061017932225
15,16000,-5709.522619525108
15,16500,-5625.172096903442
15,17000,-5595.638606425996
15,17500,-5491.719580443612
15,18000,-5476.344716368339
15,18500,-5445.994443846042
15,19000,-5439.653663160256
15,19500,-5439.653663160256
16,0,-7701.2327941702
16,500,-6515.976933106584
16,1000,-6482.558460171176
16,1500,-6731.729537044075
16,2000,-6041.111716091474
16,2500,-6506.611869014227
16,3000,-5860.362254713163
16,3500,-6151.870755282472
16,4000,-6136.0237555872845
16,4500,-6423.328391698435
16,5000,-6488.253861549711
16,5500,-6365.58808546401
16,6000,-6601.027030587765
16,6500,-6262.952875603434
16,7000,-6196.280663512245
16,7500,-6184.599397812802
16,8000,-5897.425203653608
16,8500,-6057.386740789637
16,9000,-6144.851812449726
16,9500,-6218.9449246311615
16,10000,-5901.226910260608
16,10500,-6210.623643007585
16,11000,-6061.496217450178
16,11500,-6013.7800654476905
16,12000,-5915.727873448226
16,12500,-5801.048622665471
16,13000,-5858.907954426698
16,13500,-5844.958391924982
16,14000,-5916.6955471286
16,14500,-5849.320993868181
16,15000,-5651.536725606116
16,15500,-5802.664510926633
16,16000,-5627.510431994905
16,16500,-5497.64344521748
16,17000,-5541.052189333185
16,17500,-5504.974849379631
16,18000,-5464.414579284494
16,18500,-5441.51716022583
16,19000,-5440.620664252177
16,19500,-5439.946214897769
17,0,-7425.428283494112
17,500,-6622.235320068603
17,1000,-6248.459200175187
17,1500,-6716.484521376533
17,2000,-6262.709337879827
17,2500,-6967.8729017516425
17,3000,-6553.713682093044
17,3500,-6515.931699804575
17,4000,-7247.740725438721
17,4500,-6396.476502476297
17,5000,-6225.193832272939
17,5500,-6313.148114881743
17,6000,-6026.1868305883545
17,6500,-6302.067214724909
17,7000,-6308.966981622898
17,7500,-5983.866926126881
17,8000,-6015.94575694481
17,8500,-6619.845422257045
17,9000,-6068.345422681422
17,9500,-6207.2489148834065
17,10000,-6241.349198679315
17,10500,-5942.744098373136
17,11000,-5882.851280837074
17,11500,-5738.906741030115
17,12000,-5885.496078606299
17,12500,-5919.050685747948
17,13000,-5699.479532126596
17,13500,-6121.164557061527
17,14000,-5911.0639685180395
17,14500,-5845.921580149801
17,15000,-5698.990230555228
17,15500,-5623.7679848022935
17,16000,-5659.77156979672
17,16500,-5561.157202439833
17,17000,-5589.887623735085
17,17500,-5502.716870429593
17,18000,-5451.135827659848
17,18500,-5440.252711353468
17,19000,-5439.653663160256
17,19500,-5439.653663160256
18,0,-7666.243731543722
18,500,-6324.292890376338
18,1000,-6726.871370572414
18,1500,-6681.946539315681
18,2000,-6627.713066819103
18,2500,-6138.623463593892
18,3000,-6331.703590209199
18,3500,-6138.80939179056
18,4000,-6238.50375021725
18,4500,-6046.569083855207
18,5000,-6457.848261374542
18,5500,-6559.549959925187
18,6000,-6602.896690435391
18,6500,-6129.685765636757
18,7000,-6586.648472086251
18,7500,-6529.148240202443
18,8000,-6759.775343045154
18,8500,-6363.926457736789
18,9000,-5876.454306435571
18,9500,-6604.918142364112
18,10000,-6287.000455535053
18,10500,-5991.14824553929
18,11000,-5997.323649897188
18,11500,-5879.670386704583
18,12000,-6473.271146128471
18,12500,-5901.235855994199
18,13000,-6101.494911192992
18,13500,-6023.436065430676
18,14000,-5749.810213428777
18,14500,-5796.364965144789
18,15000,-5833.613537616934
18,15500,-5685.936208474597
18,16000,-5751.846237778705
18,16500,-5684.239279726318
18,17000,-5641.308412551509
18,17500,-5493.31644452533
18,18000,-5462.946970560365
18,18500,-5441.496081553076
18,19000,-5439.653663160256
18,19500,-5439.653663160256
19,0,-7292.19541468222
19,500,-6629.724381124025
19,1000,-6476.405757509184
19,1500,-6039.0311666264515
19,2000,-6703.594333402461
19,2500,-5991.568289171997
19,3000,-6479.254911741219
19,3500,-6217.941666887571
19,4000,-6489.110942342668
19,4500,-6534.728781981956
19,5000,-7031.857872923393
19,5500,-7140.43111836856
19,6000,-6438.262637865366
19,6500,-6239.395232335475
19,7000,-6154.414023414114
19,7500,-6408.4523737746285
19,8000,-6109.624098594208
19,8500,-6303.226425143606
19,9000,-6272.539263703279
19,9500,-6425.083374603218
19,10000,-6456.463523058213
19,10500,-5971.105014507507
19,11000,-5813.058832219525
19,11500,-6292.429828943372
19,12000,-5805.704232091314
19,12500,-5775.081021331857
19,13000,-6113.471793923837
19,13500,-5980.844900838629
19,14000,-5870.340379455039
19,14500,-5774.956782166184
19,15000,-5694.893742765899
19,15500,-5643.196421649624
19,16000,-5665.370315729436
19,16500,-5547.257297765358
19,17000,-5473.429116382878
19,17500,-5467.294764610335
19,18000,-5454.384431896048
19,18500,-5445.376024020127
19,19000,-5440.63725035356
19,19500,-5439.653663160256
20,0,-7244.369264876275
20,500,-6923.337137475891
20,1000,-6376.390124120034
20,1500,-6726.217285980242
20,2000,-6863.377212138905
20,2500,-6061.048405936802
20,3000,-6191.923382315045
20,3500,-6281.954924317406
20,4000,-6280.019589885368
20,4500,-6326.108140693786
20,5000,-5992.963068856993
20,5500,-6174.420875252321
20,6000,-6342.013821795873
20,6500,-6103.489314625744
20,7000,-6515.053996317672
20,7500,-6124.54016560625
20,8000,-6627.899471645253
20,8500,-6564.250809261816
20,9000,-6028.801333726079
20,9500,-6022.576944591348
20,10000,-6073.669509324715
20,10500,-5971.3621987164
20,11000,-6143.033002036917
20,11500,-6038.590933334424
20,12000,-6191.4750477336665
20,12500,-5835.157112207725
20,13000,-5882.996888936158
20,13500,-5796.01113753552
20,14000,-5760.622885253669
20,14500,-5754.022276544675
20,15000,-5990.253162640693
20,15500,-5769.263206201564
20,16000,-5747.819735421651
20,16500,-5585.276122016467
20,17000,-5574.248982370745
20,17500,-5603.312017794264
20,18000,-5451.100146150865
20,18500,-5441.460353811085
20,19000,-5439.653663160256
20,19500,-5439.653663160256
21,0,-7240.069166536706
21,500,-6581.956177619543
21,1000,-7363.228926937236
21,1500,-6023.121450398959
21,2000,-6314.5733644947495
21,2500,-6144.094946472179
21,3000,-6385.389121350078
21,3500,-6472.290796324478
21,4000,-6352.2041051308015
21,4500,-6132.77773212818
21,5000,-6153.851460238835
21,5500,-6261.712717324636
21,6000,-6584.530455503929
21,6500,-6094.942650954448
21,7000,-6455.228646955631
21,7500,-6139.8051314841005
21,8000,-6317.611601417107
21,8500,-6340.4364248132215
21,9000,-6583.892797100487
21,9500,-6212.1657310012215
21,10000,-6189.534649998967
21,10500,-6125.352594907864
21,11000,-6337.541213711302
21,11500,-6087.153541804363
21,12000,-6240.09098318891
21,12500,-6125.393684993598
21,13000,-5775.46217952026
21,13500,-5937.038890250219
21,14000,-6037.891097096519
21,14500,-6009.884547451672
21,15000,-5722.249835846644
21,15500,-5761.474232917507
21,16000,-5620.216931151651
21,16500,-5672.516124164596
21,17000,-5507.298796586092
21,17500,-5482.0714610808445
21,18000,-5445.60735033525
21,18500,-5440.485418920966
21,19000,-5439.653663160256
21,19500,-5439.653663160256
22,0,-7951.52959989312
22,500,-6098.727387582085
22,1000,-6611.293714257744
22,1500,-6459.295929176521
22,2000,-6069.831228005766
22,2500,-6294.775424671267
22,3000,-6231.120297007179
22,3500,-6577.8785461627185
22,4000,-6400.223756834913
22,4500,-6069.872614185448
22,5000,-6702.565217951174
22,5500,-6761.014926237198
22,6000,-6887.861830540615
22,6500,-6750.865850942744
22,7000,-6108.810355067268
22,7500,-5958.4291561420305
22,8000,-6281.851457042693
22,8500,-6039.5643072585935
22,9000,-6912.660315440389
22,9500,-5948.021521317442
22,10000,-6534.114951978739
22,10500,-5974.097903102347
22,11000,-6154.675064159082
22,11500,-5992.553632574385
22,12000,-6286.522611446973
22,12500,-6144.7371015475155
22,13000,-5904.795012403992
22,13500,-6113.065233920931
22,14000,-5963.731986069148
22,14500,-5844.248697751661
22,15000,-5692.868082159361
22,15500,-5691.810479034105
22,16000,-5653.951818855911
22,16500,-5578.350186434842
22,17000,-5522.38514100765
22,17500,-5538.803234303437
22,18000,-5465.259051600971
22,18500,-5445.866219969636
22,19000,-5439.653663160256
22,19500,-5439.653663160256
23,0,-6687.7953961712055
23,500,-6387.234956606564
23,1000,-6605.865053920081
23,1500,-6781.952941353634
23,2000,-6615.0713709726515
23,2500,-6684.378783815903
23,3000,-7101.428419027742
23,3500,-6349.8547804101845
23,4000,-6409.2962620863555
23,4500,-6062.3769762958555
23,5000,-6210.526461669581
23,5500,-5897.728920574617
23,6000,-6535.035953857364
23,6500,-6303.958864075763
23,7000,-6047.666961831916
23,7500,-6437.617397839225
23,8000,-6201.749749008215
23,8500,-6371.170307417196
23,9000,-5950.850076516112
23,9500,-6010.722552804328
23,10000,-6074.206576705607
23,10500,-6454.694465361867
23,11000,-6007.084006044329
23,11500,-6033.46053943067
23,12000,-6343.002653986482
23,12500,-6015.64413662494
23,13000,-5771.474325381753
23,13500,-5864.114350474518
23,14000,-5790.596470958207
23,14500,-5755.463659654082
23,15000,-5727.169763689103
23,15500,-5725.783605253743
23,16000,-5788.394116540032
23,16500,-5581.709168589353
23,17000,-5584.486109592323
23,17500,-5490.375132593863
23,18000,-5448.769912784913
23,18500,-5444.458811964472
23,19000,-5442.607472360202
23,19500,-5441.100840662465
